datetime,nat_demand,T2M_toc,QV2M_toc,TQL_toc,W2M_toc,T2M_san,QV2M_san,TQL_san,W2M_san,T2M_dav,QV2M_dav,TQL_dav,W2M_dav,Holiday_ID,holiday,school
2016-04-16 00:00:00,1119.3054,26.6267028808594,0.017267764,0.006044388,19.445443395815463,26.9235778808594,0.017214358,0.025230408,2.5175804300349465,23.7829528808594,0.01743561,0.15930176,2.545333820064046,0,0,1
2016-04-16 01:00:00,1048.1551,26.506524658203148,0.01709217,0.007549286,18.769872818171983,26.319024658203148,0.017153205,0.02722168,3.1802740207505957,23.553399658203148,0.017313423,0.15789795,2.761889018161105,0,0,1
2016-04-16 02:00:00,1017.8507,26.434716796875023,0.016855566,0.009975433,17.496032605176143,25.778466796875023,0.017153112,0.030075073,3.697593169054088,23.340966796875023,0.017160742,0.16046143,2.8366087517913243,0,0,1
2016-04-16 03:00:00,1005.4669,26.345361328125023,0.016710531,0.008415222,16.74264649175427,25.314111328125023,0.017168295,0.029960632,4.710588548176846,23.157861328125023,0.01698519,0.17932129,2.794884424498502,0,0,1
2016-04-16 04:00:00,989.9079,26.245202636718773,0.016603652,0.008281708,15.728643793909988,24.885827636718773,0.01713771,0.025009155,5.276097571279841,23.042077636718773,0.016855422,0.19818115,2.8126884092165825,0,0,1
2016-04-16 05:00:00,981.4657,26.164025878906276,0.016550174,0.008449554,14.765028168741518,24.539025878906276,0.01710712,0.01702118,5.2990152163858495,22.976525878906276,0.016771426,0.20239258,2.852642119575803,0,0,1
2016-04-16 06:00:00,934.4749,26.273034667968773,0.016504325,0.007930756,15.082683552327431,24.538659667968773,0.017122306,0.010425568,5.981818891395049,23.007409667968773,0.016748466,0.20898438,2.774993350046799,0,0,1
2016-04-16 07:00:00,1000.2693,26.947717285156276,0.016427962,0.0070114136,16.67257792713317,26.010217285156276,0.017129866,0.007299423,8.108969109581167,23.525842285156276,0.016893355,0.2154541,2.6923224009646547,0,0,1
2016-04-16 08:00:00,1163.1741,27.893640136718773,0.016527085,0.004304886,16.114359509377373,28.534265136718773,0.016183762,0.006679535,8.129661420127421,24.362390136718773,0.016740708,0.20812988,2.361555183038889,0,0,1
2016-04-16 09:00:00,1256.6203,28.999658203125023,0.016687252,0.004076004,14.69824918324405,31.046533203125023,0.014982082,0.00500679,6.189304241341051,25.905908203125023,0.015748836,0.18145752,1.459337086154428,0,0,1
2016-04-16 10:00:00,1312.9157,30.132745361328148,0.016595671,0.005470276,13.52300134018266,33.38274536132815,0.013841459,0.00319767,3.657139150636787,27.679620361328148,0.01471121,0.16522217,0.3169223962414758,0,0,1
2016-04-16 11:00:00,1322.7724,31.217095947265648,0.016366772,0.008693695,12.644756011238028,35.26397094726565,0.013540082,0.002008438,1.6309958029692424,29.060845947265648,0.014264874,0.18597412,1.5005946601873337,0,0,1
2016-04-16 12:00:00,1305.8914000000002,32.07900390625002,0.016191274,0.02594757,12.33225327445051,36.46962890625002,0.013543874,0.0044937134,2.9795121507904216,29.907128906250023,0.014291555,0.20855713,2.9889906240975384,0,0,1
2016-04-16 13:00:00,1284.79,32.60341796875002,0.016053911,0.05418396,12.61139708461284,37.07216796875002,0.0133035155,0.040100098,5.600641656626711,30.087792968750023,0.014516589,0.21826172,4.108183063495457,0,0,1
2016-04-16 14:00:00,1274.137,32.83696899414065,0.015969941,0.088256836,13.515189666263952,36.80571899414065,0.013307282,0.06918335,7.800252910328478,29.868218994140648,0.0148102725,0.23272705,4.798784018512967,0,0,1
2016-04-16 15:00:00,1255.5286,32.71026000976565,0.015947007,0.1098938,14.753697191231318,35.53838500976565,0.0135933375,0.0947876,8.971955589004242,29.288385009765648,0.015161178,0.23461914,5.0130282344879085,0,0,1
2016-04-16 16:00:00,1210.7506,32.05697021484377,0.016122447,0.10534668,16.661884005150025,34.21322021484377,0.014062511,0.09954834,8.61030536920877,28.400720214843773,0.015561687,0.22723389,4.714488353213599,0,0,1
2016-04-16 17:00:00,1181.8386,30.958947753906276,0.016450481,0.07852173,18.62262368832892,32.69332275390627,0.014791088,0.094329834,7.441920888331097,27.240197753906276,0.01596983,0.21209717,4.073012205338354,0,0,1
2016-04-16 18:00:00,1203.6277,29.625909423828148,0.016809033,0.056518555,20.03578591633371,30.641534423828148,0.016511487,0.075531006,5.597935991025544,25.860284423828148,0.016664075,0.18133545,3.2299590640234643,0,0,1
2016-04-16 19:00:00,1249.8787,28.531335449218773,0.01711419,0.040222168,20.566817303584514,29.515710449218773,0.017091302,0.055404663,4.734528715452066,24.812585449218773,0.017282037,0.14892578,2.499569972246794,0,0,1
2016-04-16 20:00:00,1238.4387,27.877465820312523,0.01728204,0.030693054,19.2532496179115,28.846215820312523,0.017266782,0.031150818,3.629698301341111,24.346215820312523,0.017358335,0.14160156,2.161110192140429,0,0,1
2016-04-16 21:00:00,1190.2317,27.5497985839844,0.017381236,0.022468567,17.150346624580557,28.2216735839844,0.017427012,0.017311096,3.019957430078458,24.0497985839844,0.017381236,0.1359253,2.1522197841384743,0,0,1
2016-04-16 22:00:00,1159.4063,27.346948242187523,0.017503304,0.016433716,15.551606309358194,27.581323242187523,0.017320199,0.013889313,2.8824365286939906,23.878198242187523,0.017327828,0.1274414,2.260610092489391,0,0,1
