datetime,nat_demand,T2M_toc,QV2M_toc,TQL_toc,W2M_toc,T2M_san,QV2M_san,TQL_san,W2M_san,T2M_dav,QV2M_dav,TQL_dav,W2M_dav,Holiday_ID,holiday,school
2019-01-01 00:00:00,1027.9238,24.885644531250023,0.017164344,0.007329941,22.5975700624977,23.682519531250023,0.01659214,0.018089294,12.133070786398786,22.143457031250023,0.016004676,0.072265625,6.110408588988927,1,1,0
2019-01-01 01:00:00,1006.3692,24.839471435546898,0.017123254,0.008972168,23.22321395987163,23.519158935546898,0.016451867,0.0141716,12.098985002050131,22.066033935546898,0.015872033,0.07904053,6.145189562512805,1,1,0
2019-01-01 02:00:00,990.4364,24.862939453125023,0.017204797,0.011501312,23.22304258772416,23.402001953125023,0.016335046,0.01235199,12.282677077452002,21.980126953125023,0.015694177,0.080963135,6.233335232181906,1,1,0
2019-01-01 03:00:00,975.8917,24.886010742187523,0.017333042,0.012527466,22.83458275413992,23.300073242187523,0.016196262,0.007968903,12.50932787948985,21.886010742187523,0.015505803,0.08041382,6.36804183002612,1,1,0
2019-01-01 04:00:00,949.1626,24.932092285156276,0.017438937,0.012454987,22.174320813500447,23.166467285156276,0.016096164,0.0072956085,11.912222065840549,21.838342285156276,0.0153789995,0.07809448,6.269188193374232,1,1,0
2019-01-01 05:00:00,931.3311,24.945214843750023,0.017620428,0.011173248,20.240083631561347,23.070214843750023,0.016056402,0.007160187,11.192410581571108,21.867089843750023,0.015339239,0.07778931,6.301165227760582,1,1,0
2019-01-01 06:00:00,914.5064,25.006372070312523,0.017741196,0.012264252,18.7721595860706,22.936059570312523,0.016085617,0.0032520294,10.215247818549718,21.936059570312523,0.015345566,0.07485962,6.289067701254643,1,1,0
2019-01-01 07:00:00,908.267,25.842797851562523,0.01795423,0.014015198,20.74903409249415,23.928735351562523,0.016542792,0.00084519386,11.989304964538803,22.374047851562523,0.015528083,0.058532715,6.423053128845478,1,1,0
2019-01-01 08:00:00,958.5056,26.906091308593773,0.017816646,0.017189026,23.44340222557631,25.702966308593773,0.017198665,0.001885891,13.903910195318526,23.359216308593773,0.015623196,0.032424927,6.636906432427525,1,1,0
2019-01-01 09:00:00,993.1466,27.871514892578148,0.017885195,0.01146698,23.672281787965183,27.371514892578148,0.017419802,0.0037698746,16.08613471793564,24.660577392578148,0.0155506,0.015289307,6.635153818079517,1,1,0
2019-01-01 10:00:00,1012.2083,28.783319091796898,0.018106671,0.0047836304,22.69651559311163,28.595819091796898,0.017526837,0.0025568008,16.414784805695298,25.955194091796898,0.015432569,0.008117676,6.423319633217207,1,1,0
2019-01-01 11:00:00,1027.2577,29.570947265625023,0.018251732,0.0008084774,21.193709638642083,29.555322265625023,0.017702416,0.0018749237,16.308329966055332,26.985009765625023,0.015356377,0.0063991547,5.846127093713376,1,1,0
2019-01-01 12:00:00,1034.2068000000002,30.140161132812523,0.018244201,0.0016813278,20.1136142002448,30.187036132812523,0.017931396,0.0016088486,15.991772424541324,27.577661132812523,0.015600616,0.008586884,5.025010419236953,1,1,0
2019-01-01 13:00:00,1043.4981,30.443017578125023,0.01810741,0.0013694763,20.272248520048134,30.443017578125023,0.018092152,0.001188755,15.592792078230309,27.818017578125023,0.015818592,0.014320374,4.385024913164657,1,1,0
2019-01-01 14:00:00,1043.6045,30.404504394531276,0.017902195,0.0016531944,21.39423592205332,30.349816894531276,0.018131077,0.00092196465,15.135492823339815,27.787316894531276,0.015842259,0.024986267,4.2679285691709286,1,1,0
2019-01-01 15:00:00,1031.3511999999998,29.987573242187523,0.01767344,0.001434803,23.147905529345586,29.854760742187523,0.018070169,0.0006353855,14.733395070310564,27.378198242187523,0.016086526,0.032546997,4.501750090747722,1,1,0
2019-01-01 16:00:00,1007.9142,29.022363281250023,0.017513419,0.00072288513,25.647457599123317,28.952050781250023,0.01799407,0.00088500977,14.02631061162483,26.623925781250023,0.016376639,0.034729004,5.024035085014975,1,1,0
2019-01-01 17:00:00,986.5378,27.603540039062523,0.017444737,0.000906229,26.98310231735679,27.494165039062523,0.017933019,0.0015563965,12.229390485146167,25.470727539062523,0.016559727,0.038528442,5.345043917155252,1,1,0
2019-01-01 18:00:00,1090.0409,26.306329345703148,0.017468328,0.009101868,25.94656246989004,25.767266845703148,0.01769721,0.0026769638,10.37568628454254,24.157891845703148,0.01656806,0.053970337,5.401082502582888,1,1,0
2019-01-01 19:00:00,1126.2821,25.780603027343773,0.017469436,0.011211395,24.981604780169317,25.124353027343773,0.017591506,0.0056991577,10.515847916528864,23.436853027343773,0.016508132,0.070129395,5.756808563866217,1,1,0
2019-01-01 20:00:00,1148.1311,25.555078125000023,0.017385423,0.009067535,24.418104915333828,24.703515625000023,0.017492235,0.004415512,10.72755856172841,23.047265625000023,0.016500413,0.072906494,6.004096987988644,1,1,0
2019-01-01 21:00:00,1140.0793,25.376306152343773,0.017378846,0.010250092,23.967644969230783,24.399743652343773,0.01733307,0.00475502,11.202762338043486,22.837243652343773,0.016470948,0.07196045,6.156339717927706,1,1,0
2019-01-01 22:00:00,1107.0909,25.226678466796898,0.017393366,0.01209259,23.037613525773253,24.101678466796898,0.01708819,0.0024633408,11.63376195677244,22.695428466796898,0.016371027,0.06573486,6.3863541682064255,1,1,0
2019-01-01 23:00:00,1059.7099,25.103112792968773,0.017391898,0.012554169,22.174553798929995,23.790612792968773,0.016804434,0.0021791458,11.802410241650094,22.540612792968773,0.016201712,0.064331055,6.5820736883136695,1,1,0
